,timestamp,mcap,symbol
91,1624924800000,238640291.36584213,alchemix-usd
92,1625011200000,233234475.2529553,alchemix-usd
0,1609459200000,15807148.739690535,gemini-dollar
1,1609545600000,18426161.025122497,gemini-dollar
2,1609632000000,19693472.9788162,gemini-dollar
3,1609718400000,20338494.437637772,gemini-dollar
4,1609804800000,24238414.542413823,gemini-dollar
5,1609891200000,25176095.664146308,gemini-dollar
6,1609977600000,26938400.16569692,gemini-dollar
7,1610064000000,33077750.331248302,gemini-dollar
8,1610150400000,32453368.80987586,gemini-dollar
9,1610236800000,33113337.674071282,gemini-dollar
10,1610323200000,33247683.381715484,gemini-dollar
11,1610409600000,33282258.87730767,gemini-dollar
12,1610496000000,33300012.4886267,gemini-dollar
13,1610582400000,32533290.1021565,gemini-dollar
14,1610668800000,32194534.24409211,gemini-dollar
15,1610755200000,32710942.843966834,gemini-dollar
16,1610841600000,33896414.65119468,gemini-dollar
17,1610928000000,42298202.9024034,gemini-dollar
18,1611014400000,44415735.585802436,gemini-dollar
19,1611100800000,56264966.995507084,gemini-dollar
20,1611187200000,57872026.42347021,gemini-dollar
21,1611273600000,56884288.450915694,gemini-dollar
22,1611360000000,58245196.47453365,gemini-dollar
23,1611446400000,58330800.43141571,gemini-dollar
24,1611532800000,63092912.27949852,gemini-dollar
25,1611619200000,65904588.40020637,gemini-dollar
26,1611705600000,68570157.22388738,gemini-dollar
27,1611792000000,73290448.08950427,gemini-dollar
28,1611878400000,77970600.53358434,gemini-dollar
29,1611964800000,78619291.73487128,gemini-dollar
30,1612051200000,77884696.56512445,gemini-dollar
31,1612137600000,77323625.33803897,gemini-dollar
32,1612224000000,78360225.49321681,gemini-dollar
33,1612310400000,80985738.80818819,gemini-dollar
34,1612396800000,83091487.69946417,gemini-dollar
